LOCAL_IDENTIFIER,Z~x0<k,"vzo.""",+U@,A>.,hp!,>?64:,@wnsk>R,"U""r",&%)LTaWRb,r1Ng,|G},TSWm,r2Ng,maT_r,@V9,T\!,14W$Q,ZZw3=!t,.o<m,.b6nl,<!!,F'3Ku,~7*,MINDSPIKE_VERSION,9Z/5)2,%IiL7w,!;@Jw,fPqsI,ZVf,i]7V,Jv[i,";<""<i(T","Kj,",w-u:jN'qI,PZ8,jNhEum,]xq,v0rt3X,^%a;,b1oRb13,v1rt3X,0HU2N='U,ZrK,.6AvGp,3I\y,b2oRb13
10,0.907630953334707,,0.8865895961689464,0.8865895961689464,0.25673555412471893,0.45934637132734135,0.6713449331890387,0.035087611216299996,,-0.25191988130609566,8.516797670314233,0.3257681196433685,,,0.6442561808107916,-1.265559240457152,8.516797670314233,340.99284668779484,-0.037850690810116897,3.0496547852754463,340.99284668779484,tir,0.06740808506081973,tonga,,0.0935454593861461,-2.8463743163268136,0.5107556748472879,1.2001140431186388,-1.636827842152863,1.2001140431186388,-0.5300113040413865,3.0496547852754463,0.6514003587009167,0.5349047841897949,0.3417576022985628,-1.014421623283585,0.6926815016961361,1.3946571222200346,4.817889362154008,-0.41532375779927955,-1.0678762269316586,1.2826682619841665,-1.8010430734490166,0.5107556748472879,3.081009983967671
11,0.6558386747155887,-0.8151823938570117,0.8889821023812086,,,0.4898200198712537,,0.2874371683062007,-0.14422284805694163,-0.5424266251771631,9.777294563111605,0.06665034741800502,,corruskivi,0.678440103693046,0.4276017654646874,9.777294563111605,1261.4457123904995,,64.9937629800245,1261.4457123904995,velskin,-0.8801129080843865,,0.7389538336345409,-0.11448901301301243,-0.1099380912226153,0.12664689433742266,,0.14714186400585252,0.041767159696975864,-0.05805586647717293,64.9937629800245,0.9704746692582548,0.10659980728421103,0.9665967665513215,0.2553721969239081,0.5479652759872204,,-3.4173515716604204,0.8759136605790848,,1.5410798429675852,0.09055490206178876,0.12664689433742266,8.592085443393577
12,0.4857841143552324,0.7130732322865353,,0.27038323531065633,-1.465364662196991,0.2547923557313042,1.1296375214830443,0.8280549729692729,,0.007277704920480299,9.035417768264278,0.29029748304403435,-0.7261554291563699,sfer,0.6905324621511849,,9.035417768264278,1598.3563962528845,-0.5148196623973748,96.21859094918001,1598.3563962528845,qou,-0.6331863393652334,silikon,1.9551005884169657,-0.5249265207803991,-0.2345229260809859,-0.17036702460861175,0.48544186639253095,1.3383799037639572,,-0.2070239606860313,96.21859094918001,0.6719878714023261,0.9707281639857944,0.5577047619066712,-0.43540897061808626,,-0.2138646883378882,-7.776535574890868,-0.29431630006959286,-1.1973976863003002,,-0.04614329204197281,-0.17036702460861175,-6.445976586463801
13,0.8821398931011518,-0.49004106593455415,0.9911894090111321,0.9911894090111321,0.09339582591662461,0.909240983320982,1.821292478160575,0.17152213361027369,0.019838931073035353,,5.71415025090213,0.21451780268647458,0.9664472711257849,sfer,0.018884246581148765,-0.594685879364377,5.71415025090213,1537.0127606538992,-0.11316009750493028,64.13614930775805,,,0.44613176400625704,ERROR,-0.6603403391975584,0.3217334906335319,0.608346513437952,1.9430972882805582,0.20791278666603907,,0.20791278666603907,0.4702811975733731,64.13614930775805,0.9614770044431937,,0.629473445432563,,,-0.8313412842543797,-2.737558415710389,0.6305729992834787,-0.38566471596387825,0.4197646359969214,-1.4266187558174974,,9.245827197012128
14,0.147635185121485,-0.17326412410434758,,0.4638217187676631,-1.3001135017463283,,0.573394331588772,0.7988105198655018,1.2821958830670497,-0.4810981926459966,7.091206222132969,0.39571286995802923,0.9049468885670182,corroyi,0.5611168958119932,-0.7601897132275885,7.091206222132969,737.17249693966,-0.2520281821677836,,737.17249693966,tir,1.9998285955346222,karbon,1.7305498145153244,0.3246238742502759,,-1.0654291920319126,1.1824456252083682,-0.10664458921195621,1.1824456252083682,1.3809530899180293,5.694794869844822,0.543177874874176,,0.5796704351975396,,0.40782422716082595,,-1.9471053609701325,0.7544249321404911,0.3841283983675076,-0.09596902796348056,-0.7568417704888513,-1.0654291920319126,9.404458321078407
15,0.07336075951691956,-0.3093284927742968,0.9348220404438012,0.9348220404438012,0.9111248670499469,0.07527224100360386,0.3281882460897544,0.6824790662368619,1.0382716163570258,-0.29867085241296176,9.34956775052117,0.4911409691346621,-1.0278651485179502,corrutir,0.9016194489247448,-2.3849930083253836,9.34956775052117,1002.2808548049707,-0.03816958696642825,19.41287704459722,1002.2808548049707,jut,-1.4216690480590324,silikon,0.8285139943177987,-1.97072128184557,1.2330391334509456,,0.4190576298149017,0.768116952430694,0.4190576298149017,0.4963464110704922,,0.10157454423538137,,,0.22631595289847858,,1.6368514822727,-5.360283660452447,0.7267618251384735,,,-1.695046101990207,,-6.1127620237156135
16,0.21806826121942058,-1.9890821161394696,0.5123393661392848,0.5123393661392848,,,-0.6986365771914482,,0.6223314289592088,-0.8678834057535086,2.0708818128414643,0.7007057327803955,0.4006964543573374,corruskivi,-1.6704943228394538,-2.237773278603239,2.0708818128414643,888.8058270051862,1.3416762929354602,53.68521644010757,888.8058270051862,kiv,,kristal,0.9663460570588416,-0.15911536636813803,,,-0.17443084966682376,,-0.17443084966682376,,,0.04456499581996809,0.1490491951473386,0.2591675397795773,0.7987647537051594,0.2566682492468565,,-2.547084324074592,0.9130009442710016,1.670244001773329,0.8675774395805899,-0.9921829665765557,0.28036265006628747,9.835253267511318
17,0.4987118476843829,-0.44731110539014646,0.5741555454323672,0.5741555454323672,-1.9965522899820627,0.6417302156108583,0.2075702446057907,0.7952392178102201,0.0009133271062327088,0.6900233174749185,2.2060882335191625,,,black corru,,-0.04829638189398755,2.2060882335191625,1260.639163622396,-1.9571784314334633,79.45342025661246,1260.639163622396,jut,,,1.0127222672804699,3.5360480744935616,0.43337096577705053,1.7005216069539162,,,0.39736327319492604,-0.7850717649489454,,0.7506176050391641,0.2747087679731536,0.399852638814125,-0.3092642810099019,-0.9903876197531506,,-7.146756841914592,0.4395390246939475,0.766326259267529,-0.16777473217445488,,1.7005216069539162,-7.251770974381601
18,0.41635539167241187,-2.4443945652759314,0.6732646143296405,0.6732646143296405,2.0184442579741844,0.3977049426992022,-1.25567020024715,0.3082285315414436,0.40330622164185503,0.6815493966788869,4.979398857971349,0.8618713220817298,,corroyi,0.36017141577205475,-1.3726642394912223,,1067.0999700240704,-0.09708412325307944,38.033857327575085,,kivskin,0.6981224472601442,kristal,-0.4870211560607392,0.13518642098340086,-1.3848724813853843,-0.017494581112261987,-0.12306214969381035,-0.7315998030879811,-0.12306214969381035,1.0687369921165395,38.033857327575085,0.2727918239842846,0.3033900464704623,0.5137175051264145,,0.09193555372677399,0.4436616387492601,-3.5050130178429795,,-0.4405564097723654,-1.3631177784017632,,-0.017494581112261987,9.665422370021979
19,0.42574866152098756,-0.2641077084343315,0.11543277967431387,0.11543277967431387,-1.9861599284719766,0.1085551783633818,0.41630221207667034,0.9108044943040237,1.7030501348878526,-0.12626506048636327,1.6396277204395162,0.80206933245506,-0.5391329660668222,,1.4459002081718935,-0.8534427171481163,1.6396277204395162,1403.989221178727,-0.28072230014791283,,1403.989221178727,jut,0.5035825167410107,tonga,0.7295631652931404,0.5515705868482554,-0.49115261963357726,-1.4570303034667584,,-0.20011283626280324,1.6392625249290647,0.3638056062493595,50.10520002354634,,0.7933936599698136,0.3954255064387836,0.8542732978473706,1.6264555912834273,-0.2779990460831506,4.486110165869214,-0.22611545306146913,1.335675048814202,,,-1.4570303034667584,1.0070554069925182
20,,-0.68135160643521,0.9833407684142266,0.9833407684142266,0.6948869238638791,0.4276917880334611,-0.14553610222072794,0.6470701662588739,-1.3560776041765388,0.989428146811743,3.41601276435763,0.17917967462532258,0.41253498452173876,corro,-0.6590596905145408,2.192809862698187,3.41601276435763,,0.050913695535472696,,1067.5238486887329,qou,0.5995786278137534,,-0.25895891946900873,-0.8605073265053105,-1.8858646178642093,-1.7579577617409174,-1.2612227090202748,0.1704009940620107,-1.2612227090202748,-2.0870692457095164,44.47127768583358,0.46427236932434,0.4953176469339088,0.3484779757956553,-0.6046808501274109,1.0984707951428851,0.537606348847432,-1.468089806528187,0.16223222141254284,-0.3725622805709149,,,-1.7579577617409174,9.667294066508225
21,0.5669198484977862,0.7103538340062991,0.29630281911194034,0.29630281911194034,-0.13659594876624967,,,0.8721301076797623,-0.33118870449931265,-0.9815696275620627,2.7298449225202384,0.3916249530470326,-0.018799750803093967,corruskivi,-0.16503453147192684,0.26693167577479826,2.7298449225202384,704.9356193888021,0.7362158177106124,86.31686021178241,704.9356193888021,,-1.920265694536944,,-0.5724438417938634,-1.4773198031192047,0.23362743114869097,-0.8077455917608453,-0.5374988742710511,0.29644035378681965,-0.5374988742710511,,86.31686021178241,0.1903803051460139,,0.4497510070460615,,-0.001833484475587531,-0.018640116445969707,-3.5328573691834646,1.0198317911494919,0.6637226319311182,-0.09691322060931414,0.9698676863882428,-0.8077455917608453,8.728599580106058
22,0.48966610071205685,-0.288851307641627,0.1154336399835092,0.1154336399835092,0.09740421548736748,0.8290218916654192,,0.9942042119223482,0.659936262731689,0.7850963728014526,8.446807264245304,0.29488277266099727,0.3291887710112983,sfer,-3.0761961244458274,-0.4879675159888247,8.446807264245304,286.2680779909866,0.2797647406373927,69.02333334145231,286.2680779909866,qou,-1.3446959787046067,karbon,-1.1637047647304395,-2.1579979168275116,-0.06617104790015184,,,-0.8492080173271038,0.7024552941151279,-0.005012319053457588,,0.7335492939723779,0.388746992392922,0.37757734831645895,0.06791010876578783,0.8179706273720279,-1.0836578473167269,,0.18428814247223102,,0.08914973820469249,-0.8042291879011116,0.029080020688797226,7.832392153826332
23,0.5291536928518444,-0.3427754711850218,0.0376202278769765,0.0376202278769765,-0.04600666108808978,0.33454887430095026,0.48882449832209124,0.31325537565769546,0.17448243286110854,0.43341370574488425,,0.4114554492521656,0.3899199440809623,corroyi,1.2989831412101878,-0.088460831978804,5.270912692896809,1130.9922298074032,-0.7102547653007718,23.71923244537413,1130.9922298074032,kiv,0.7823416579547657,silikon,-0.5813300693010763,0.0012685662175547152,1.068790944072137,1.3692138016710849,0.5429134685445529,-1.0571754271637996,0.5429134685445529,0.37959188982794523,23.71923244537413,0.7052576441167419,0.3820396296337808,0.5492523773080341,-2.023384714525685,0.25878088043807235,0.6422470743922997,-2.7021789908134397,-0.12143767305591277,-0.3099589058670954,,-1.1823292756390014,1.3692138016710849,7.232171046213493
24,,-0.20185705261700426,,0.7932209729163205,-0.48259644817949204,0.5026492992031252,-0.9492622013002837,0.7116226536410291,-0.48275041748751635,-0.25157394573022546,3.7660748309788286,,,black corru,0.9208924243319069,-1.9863777533370883,3.7660748309788286,,0.5804517665981502,24.70067889276163,1359.435355873683,jut,-0.9038526529707499,,-1.0864798224659005,-1.5867678790431365,1.522697782418644,0.06830784823562053,,1.485975809221181,-1.6773394178971426,0.4645065048784382,24.70067889276163,0.5553793707748661,,0.5045849119683221,1.2131859570573498,0.20813373374728011,-0.44594211672758505,3.4616642008151866,-0.14500624150946329,0.37658807020440704,-0.9347683636848021,0.4540177501303492,0.06830784823562053,3.5301968361510445
25,,1.1024326416172194,,0.3728099892032055,0.7670626894897021,,,,-1.282977448821319,-0.08218217358012729,,0.7158666080642587,-0.6535227965511872,corroyi,,1.4672639089922757,7.796758674906396,1294.2848726420937,-0.10880372814099148,,1294.2848726420937,vel,-0.6037797959731513,karbon,0.5379836721509411,-0.6798123530765451,0.9375640137582277,1.0046834340943327,-0.8408295567890404,-0.9303388346431071,-0.8408295567890404,,,0.916451771817864,0.05839238042429684,0.8258169167543645,-0.49623400933580986,1.6608757439618849,,4.234300651270986,-0.3205291719843176,-0.8815099646745195,0.23654219361486306,0.8223142695241393,1.0046834340943327,2.806088087062058
26,0.38913912054424815,0.48819078798781085,0.31139925433391313,0.31139925433391313,0.4704516997209127,0.00659303117530452,1.4379120170994686,0.7201143993957715,,,9.752003407339314,0.09812148443141977,-0.6526332958490824,corruskivi,-0.16973090503718974,1.7686371941379333,9.752003407339314,1629.0958587553453,-1.3822709287239632,37.684398241284,1629.0958587553453,kiv,0.4332236360300412,,,-1.3692070726469319,-0.33811791620030135,-1.3111676000526344,-0.4399197555168868,-0.5413425158714225,-0.4399197555168868,-0.23295747689925272,37.684398241284,,0.38110916626823144,0.37845750856071647,-1.2090174493810244,1.307291012052082,0.7739507990474441,,-0.5838937070837087,-0.45847242448983905,1.1552001572236994,,-1.3111676000526344,2.000847894726505
27,0.8316775539428002,,0.6948880350068986,0.6948880350068986,1.5074667887069675,0.5259663032700791,1.470737765323378,0.6655169088862968,,,,0.8101617718511049,,corroyi,0.7020872615565239,2.088028984170994,7.965032882875483,380.66992001805676,,85.01642883772288,380.66992001805676,vel,1.3047468010981724,,0.6997580538397105,-1.019389274564621,0.01839207302658562,1.969253516841276,1.9830792526270073,-0.10639247309339031,1.9830792526270073,-1.164535086650307,,0.7904358419294149,0.8668783885348119,,0.8545315409038345,-0.5106941147180589,0.2883284998126397,-5.723369186915988,0.6299557113556702,-0.5579210136659439,2.4603991316915153,-1.7003425675509385,1.969253516841276,-9.074070756271421
28,0.1623006703770017,-0.0418501237861224,0.11009015343505313,0.11009015343505313,-1.3504628170614899,0.521002009501666,0.4876796892723451,0.5589902288663762,,-0.9091034752357933,3.808231026886354,0.3530373421070099,0.23964541945647483,sfer,-0.2732590425945344,1.2236681817722121,3.808231026886354,1668.9047194229984,-0.6934787988836452,68.56569641793399,,jut,-0.9531097622187892,karbon,1.0604604214876991,,,1.256172572920716,0.7127072612096603,,0.7127072612096603,1.664623496466895,68.56569641793399,0.2334910128839217,,0.7475717721319471,-0.8193969316449203,0.1488700293968383,-0.43932068129779017,-3.8284448176515173,1.1035890032372402,-0.8445721414889193,0.253346048867475,-0.681909757259066,1.256172572920716,8.811305490802665
29,0.2401081152802249,0.26215235009785076,0.4634435559955775,0.4634435559955775,1.0877094479561584,0.8820351911953815,,0.043310668650198836,-0.397833843989004,0.4331317069649395,5.598081330998705,0.49797066832936365,-0.4234646429998305,corro,0.5202397544355462,,5.598081330998705,1040.7113572869207,-1.223920500283785,34.647453993642955,1040.7113572869207,,1.1068180610828764,tonga,0.528305826292811,1.467886543593428,1.2354774521985679,-0.8314676886561194,-0.5965954019497148,,-0.5965954019497148,0.16365539981235286,34.647453993642955,,0.048746556260858,0.9026443155936817,,1.919590613387114,0.03987678785879174,-5.83952141166786,0.11991827464962922,,0.43041076341152135,1.0669152215386777,-0.8314676886561194,-7.054414166593071
30,0.15362097200943858,,0.8361112549143903,0.8361112549143903,0.9795982415768089,,0.22871132527442153,0.6788810262359661,-1.2796481290915496,,7.8980793072489055,0.6834418333824485,,,-1.2374408205302094,0.7381063257263485,7.8980793072489055,804.6570576993696,-0.8480378401783754,23.596245546198645,804.6570576993696,,-2.260719474683859,tonga,1.5811102179086,0.3174438079436366,-0.42625476744889046,,-0.7168853259760541,-0.6787336047780828,-0.7168853259760541,-1.1224258612272564,23.596245546198645,0.41727076983995026,,0.14257314045479108,0.8353489491490957,-0.45390023655579553,-1.4070173807365334,-3.191737669206296,0.9072249695503423,-0.014853636246328216,-0.6153330439689177,-0.6111406021572193,2.9786733887992045,8.497518560652033
31,,,0.8878978135509061,0.8878978135509061,-0.23358973227799906,0.4082171286064544,,0.9927601991814561,-0.029526302322772632,0.5322005406954954,7.317543561200305,0.08291527731754256,-0.017982426739681437,corro,0.9666331797117415,,7.317543561200305,,-0.545837420044323,96.0274304055722,1538.225968172141,vel,-2.0782738813678123,kristal,0.9769828076619566,-0.9362408945448489,-0.3827629760019777,0.3146872998859441,-0.1637647749265138,,-0.1637647749265138,-0.4469821228675069,96.0274304055722,0.5772036118791113,0.9119417676788641,0.1328151400611245,1.2573386111374587,1.935166315896663,2.198837038261284,-6.538919037055361,0.49503372768395637,-1.0052828492565626,0.34335534838630294,-0.201849865832537,0.3146872998859441,-7.602374488340908
32,,-0.7340142295565729,0.2852356687275721,0.2852356687275721,-1.122322020091877,0.1722918952161785,-0.6987763006906388,0.1219569649174348,-0.18695632659229522,,1.0965219929385364,0.5612858005413003,-0.43607317541400625,,-0.7461492596865292,1.2972590139273728,1.0965219929385364,1621.1293197070615,,68.4151551017105,1621.1293197070615,tirskin,1.9122390166532417,kristal,-0.09143592190475797,1.007926445649638,-0.31931908290306,0.024037099661046057,0.39539956123631026,3.186835007509693,0.39539956123631026,-0.8929463667724529,68.4151551017105,0.37509192201821795,0.5343639794744014,0.831028311487189,-0.13639756547944054,1.293524289569918,,-2.843972955159291,-0.5209873595923709,2.3986132548570223,-1.4691039958510443,0.23964004892268542,,8.610637664956325
33,0.6211657487994298,1.2420178102368724,0.40693296960684966,0.40693296960684966,0.3326552506681754,0.6607704743842182,-0.5080353820945371,0.10482299306555176,1.0722126354850268,1.0455102507596756,,0.665464570440898,-0.1774280187791869,,-2.3211646301469746,-2.8394339888691413,,636.7009673036075,0.8467437201942171,73.62761989619166,636.7009673036075,jut,0.027265898637451054,karbon,1.4970596209554272,-0.09714281104312401,-1.3336735401302708,0.6599665686947556,0.2572906153653497,0.31250673277630997,0.2572906153653497,-0.3740966451032469,,0.19082468658793827,0.32661940022734726,0.08800218356989975,0.9744612127265506,-0.9392312475705563,-0.27547636143138826,6.7588955643704125,0.05635777567165905,0.09356659858539121,-1.405516161968628,-1.8050736837860268,0.6599665686947556,0.4171839806084212
34,0.8018501197554837,-0.6546079201770588,,,1.2790832093279314,0.3926927033648798,0.3228201538188392,0.7190136955108324,-0.6189659963265897,0.6470119886902844,,0.7442376155302748,0.7764577315157968,satik cyst,0.5065088043932431,0.866573086415493,9.622207102434146,317.6913128526342,-0.8392963763861357,41.44849693759417,317.6913128526342,vel,-1.0694666136990845,silikon,0.2756331599613598,0.7764701330942464,-1.1204648892781301,,-0.2904902550767571,0.35788619906473185,-0.2904902550767571,-1.6148255296300507,41.44849693759417,0.443971474707587,0.3756274999252345,0.3667756477970817,-0.3332603345049986,,0.32227122348845927,-3.1446075032814873,0.42210166305522595,0.8542721768623075,0.619209390276812,0.300934342893523,0.6257139183005452,8.972993441191038
35,0.06118945209665194,-0.6517533153363001,0.8003121902341322,0.8003121902341322,-0.15091657122106,0.19730655028162158,,0.17184372645166368,-0.24225810623583532,,8.759698819647944,0.5454489623970961,0.7540984441718407,,-1.3236927659653082,0.504432078570711,8.759698819647944,1026.513388259125,-0.36886339564287557,90.37818903019961,1026.513388259125,jut,-0.6964889848244257,kristal,0.7546087609502141,1.0349820532043723,0.9895258010067408,1.4597599796247849,0.270325177840366,0.5035441917514625,0.270325177840366,,90.37818903019961,0.644965776013856,0.7808575650366406,0.21412277179241024,0.9850766243467562,0.4248489368803838,1.4806625575635919,2.430471348086473,0.8296552129289116,-2.619488563777301,-0.07417107189109244,,1.4597599796247849,4.43425881577684
36,0.34407427435835647,-0.352254839567904,0.8593588553347858,,1.1852472467614408,0.6557963204021656,0.238586760388034,0.7909790099939972,0.1711368847669368,-0.5184886305392318,6.678802769483777,0.9206969470153019,,sfer,-1.540832721054953,1.1121685957839076,6.678802769483777,,0.989379102558977,30.543647361056735,1408.0068142557234,qou,-1.8779496251896595,tonga,-0.980451552972441,-0.005235694693905738,0.18403709600365678,-0.630422789492437,,1.1614633680912598,0.651151195036362,1.5905877650117282,30.543647361056735,0.5742150042670905,0.07524994074035762,0.5458644388624418,-1.3185372643277111,0.5094584593857024,-1.191115154554174,-1.3565495197910578,0.9293770552987708,0.694519195817942,0.1589994764917582,0.28359844649307475,-0.630422789492437,7.79688233470137
37,0.9127320244117225,-0.07894681025907598,0.03091168912357123,0.03091168912357123,,0.08490937343234473,1.0635919440583792,0.05779716044612482,-0.2816001498268494,-0.2655936403053767,10.112428402956953,0.08081135876929879,-0.5978722341840319,satik cyst,-0.5629527239977615,-1.793192714221561,10.112428402956953,1548.6373164609863,,55.49179216323604,1548.6373164609863,qou,-1.311947437319569,,-0.8114785818367475,0.632398623591701,,-0.3706660453342798,-1.4009700661696862,,-1.4009700661696862,0.5531755244467125,55.49179216323604,0.8650400934353759,0.39366420993692575,0.1995595023456248,0.6152983859300717,1.4988262572344948,0.4836698310928089,-2.4478539588118866,,-0.7838077463050954,-0.9242473353574188,0.5385161661791783,-0.3706660453342798,8.702154760657034
