LOCAL_IDENTIFIER,Z~x0<k,"vzo.""",+U@,A>.,hp!,>?64:,@wnsk>R,"U""r",&%)LTaWRb,r1Ng,|G},TSWm,r2Ng,maT_r,@V9,T\!,14W$Q,ZZw3=!t,.o<m,.b6nl,<!!,F'3Ku,~7*,MINDSPIKE_VERSION,9Z/5)2,%IiL7w,!;@Jw,fPqsI,ZVf,i]7V,Jv[i,";<""<i(T","Kj,",w-u:jN'qI,PZ8,jNhEum,]xq,v0rt3X,^%a;,b1oRb13,v1rt3X,0HU2N='U,ZrK,.6AvGp,3I\y,b2oRb13,CORRUCYSTIC_DENSITY
10,0.8372144893974902,0.5517728858714795,0.4926739522694914,0.4926739522694914,-1.7908505155767644,0.7634075809872352,-0.674096067204458,0.5954470038107748,-0.7052706261181156,-0.14899043926707245,7.343092713227341,0.19755597241760003,0.5740186188901405,satik cyst,,0.6255189498281797,7.343092713227341,1284.0672920922107,0.0404228544583651,14.760094521940992,1284.0672920922107,vel,-0.8572123892742414,,0.2526957254769355,-0.27440379121139136,-1.7100463495434441,0.16725355738013414,-0.6490327869578807,0.18265159110595816,-0.6490327869578807,0.9676966412173962,14.760094521940992,0.6646870368743888,0.3462020521088318,0.2080910574592838,0.4416054964042876,0.8173451465883289,0.714362969215863,-7.686251965850528,,-2.085475516732907,,0.7211696096735455,0.16725355738013414,-6.668959934243397,286.5393514874203
11,0.4060123867488521,,0.4736223954675075,0.4736223954675075,-0.05351696687182108,0.8128359971271312,-0.8466441311211507,0.23268560974966968,-0.8860457851744439,0.7716974742034874,8.102066283174553,0.9959535388352813,-0.9019844309016745,corruskivi,-0.4264177554775037,0.5564846648092925,8.102066283174553,,-0.5643400928372322,87.34313958519388,859.4953146260768,kiv,1.2302552462389456,,-0.700534058570091,-0.5434616147822444,0.7827862948947263,-1.2016218367132865,-1.2805329424216139,0.9945946671982764,-1.2805329424216139,-1.567694130871175,87.34313958519388,0.9155269634676482,0.6932089996911821,0.8681096771184758,0.394275949335966,,-0.8368649319674558,5.2549164639891455,0.13837607929092657,1.0011087500943896,0.39635091924514904,1.9058567894341363,-1.2016218367132865,2.0213333750779263,774.814080908096
12,0.06284269172765711,0.04094538407895136,0.4381108202946,,-1.3705100108442476,0.8516574545007058,0.28996456796847997,0.08759015409286075,-0.008254462254913497,-0.5139519878351461,5.261731563406663,0.8496783998624498,-0.878382017469355,satik cyst,-0.33832879276836875,-0.5362010313718851,5.261731563406663,1379.5855481165001,-0.22588080925220005,26.0196352495647,1379.5855481165001,jut,-0.9129873631984485,kristal,0.3500780979945377,,0.5027009070316283,0.6843521579478833,-0.11385909055680388,-0.23832592505938788,,-0.008984879861594373,26.0196352495647,0.6565471416332517,0.9718902454622422,0.8768262003681346,0.7130681560646859,-0.5205954509082759,0.072661182399713,-8.485408004459096,0.8548485972988935,0.5630402370299302,-0.6610975831130641,-0.49451069775160106,0.6843521579478833,-5.596774597167138,223.08303094763818
13,0.41122044498884525,0.44647409005284566,0.4565887862818485,0.4565887862818485,-0.2712666478303767,0.7316461492960165,-0.6486241151895646,0.570373873579773,,-0.3903109352613026,2.3014133050768306,0.6110702020307055,-0.5530891700230027,corro,-2.090859355590563,-0.9270244559773689,2.3014133050768306,1236.1881008047626,-0.49742722648716575,94.10180766521825,1236.1881008047626,,-0.08115002432086275,,-3.08397720646959,0.38907685842227724,0.903622199122427,0.36759543379523685,-0.7082162004689218,-0.5394109993545152,-0.7082162004689218,,94.10180766521825,0.7459623184074825,0.24360835708348738,,-0.8334424736416272,1.4158724400690368,,5.241289230971842,-0.5652030291636184,-0.9238436196024874,0.14382246792224646,-0.020636319205850163,0.36759543379523685,2.824622914969715,141.93948504577517
14,0.37057798401355957,-1.3379057664464347,0.844032581390513,0.844032581390513,-1.1230347234505103,0.5974732723486578,-0.5090735854207747,0.06678377181487605,-0.25140071325031577,0.9851513132333816,4.480139933026035,0.1584304668379506,0.05136302478679303,corro,-0.3141219582589024,1.5218967202481348,4.480139933026035,906.7709553043218,0.4588840131322534,74.84843687095433,906.7709553043218,vel,,kristal,,0.8204444425237558,-0.04274034730985949,-1.6130762829851855,0.012237466730653068,-0.719310196714912,0.012237466730653068,0.263502653584966,74.84843687095433,0.009865955307775232,0.06516054346954314,0.3396963351879313,1.8654945804874608,0.9873463305194006,-0.5268607106517025,-8.228996978035862,0.013164540736102893,-1.7283852253298386,1.3858781003668577,1.4889069123095613,-1.6130762829851855,-7.6196521141416795,520.4121977785475
15,0.09132764436533236,0.7975770632642244,0.8518879824703832,0.8518879824703832,0.8897858247748323,0.5727532592481626,-0.47126147932158946,0.914188424133511,1.4736794357663792,-0.6005877902737093,7.840248616920718,0.5707687965859014,-0.4599865206718463,corroyi,2.3000306851444514,-2.15685246183813,7.840248616920718,,-0.16515412302837496,0.9344953486244201,,kiv,,kristal,-0.45343035692486605,-0.632000604604313,,0.7934542897545989,1.2088129359342228,,1.2088129359342228,1.1405163348462193,0.9344953486244201,0.5261828101048603,0.13706269597417953,,-1.1666921959392664,1.1874040248744542,,-2.4655539861731626,-0.5891479261828372,0.11939225039419937,-1.3888475834304244,-2.3474693120712122,0.7934542897545989,9.154111399524375,210.0426638039583
16,9.756956192685795e-05,-0.17554712923635513,0.5487923123698846,0.5487923123698846,0.004987642528552326,0.6288878380267325,,0.19767343821589511,-1.9146175913146337,-0.6775216845685053,,0.1666548270035596,0.15065961381487278,,-2.260264901806472,,3.6928451980870936,1300.685709764409,0.22013390815337808,96.94635295458322,1300.685709764409,tir,,silikon,0.3128038223722726,-0.08893355146471844,0.1755218947298227,-0.6101960063692026,-2.5263062435760193,-0.18831631822276296,-2.5263062435760193,0.5368508611669277,96.94635295458322,0.4199602122261923,0.6238992690441536,0.14857847910886257,1.2131225647568318,0.7253821645215921,-0.807044929279706,-7.791746617519243,-0.5305881968687599,,,2.6869387571618653,,-7.727269683948849,327.86060194174064
17,0.9528766553237544,-0.7709162503526071,0.8100164395578497,0.8100164395578497,-1.014856911404856,0.9761829465516247,-0.5104081289074571,0.5621770617388285,-0.5513119588369013,0.530507977402009,10.683592821378872,,,corro,-0.6097408909291031,-0.6751038780510765,10.683592821378872,964.4107831234055,0.5430293112730927,0.9846025985262075,964.4107831234055,,-0.24120561413907482,kristal,-0.10094225583221766,-1.086558335203855,,0.4172737674007185,-1.0254760360007762,0.40262911027162795,-1.0254760360007762,-0.8840394364797951,0.9846025985262075,0.38073078006787064,0.670431321114351,0.3238882179294855,-0.13847804276432585,0.88802983964631,-0.4843114535373789,2.2874413905986235,0.6733857819063604,,0.7287587364708307,0.32443844375587916,0.4172737674007185,2.2117323568701743,585.6910125750635
18,0.19154412680781252,-2.505217513529392,0.1415813519130542,0.1415813519130542,0.6752358758629581,0.7582910828506658,-2.03740566779631,0.7279160649993278,-0.19794057409099006,0.3606763806405693,8.358116038161786,0.755817196664768,0.48014304344959857,satik cyst,0.08861420655610029,0.25322596043931034,8.358116038161786,1219.3522239396987,-0.6501857142742181,28.34422394537497,1219.3522239396987,qou,-0.3011936290959692,kristal,-1.006789482430925,,-0.46146264087502725,-0.194592978933829,-0.20258487276185927,-0.6265171059534259,-0.20258487276185927,-0.005493871847466602,28.34422394537497,0.1420298115494114,0.5022510574113886,0.2307715444640489,0.0930350000976605,0.165224053051879,1.3033669210358745,-6.534984187992908,-0.010602005930933408,-0.44564869133835516,-1.7412422022203256,0.3769763681732814,-0.194592978933829,-7.725381600022049,212.31740314957685
19,0.960560907444056,-2.5127578000511472,0.12446176254202745,0.12446176254202745,1.417726634283043,0.15102315041385594,-0.23920621284401772,0.07617433997805112,-0.29412937177041665,,10.93377816355639,0.3802694782943298,0.3305363663640934,corro,-1.8219113193426244,0.044826825701922535,10.93377816355639,1295.1006779025122,0.5080138738916716,54.80152270219845,1295.1006779025122,kivskin,-0.7078743887610949,,0.29034531520977963,-1.3530214487256085,-0.4998755154668046,0.4396069876620339,-0.2885293847305169,-1.5629239377276412,-0.2885293847305169,-1.8429991143078417,54.80152270219845,0.18871250566614273,0.1721887646158886,0.821003610483961,0.8933085136126205,-0.017713426634653452,-0.9730751390103894,-1.4664509902114071,0.3074232546368445,0.3405193188283379,1.3882773027454967,0.030522487086471213,0.4396069876620339,9.058734046973829,542.4319975444537
20,0.6853449164133751,0.05757283764021581,0.037395050274578456,0.037395050274578456,0.5237277654138535,0.4485021990440191,-0.43473496812419127,0.21613470171707427,-0.21318546258890322,-0.37085417163346696,1.7069405484876212,0.21336289600744007,0.08131877993982124,corrutir,-0.27079326545457494,-0.14927749116171096,1.7069405484876212,1292.829090283032,-0.7254964401995633,73.10624880967723,1292.829090283032,kiv,1.3928840182499338,,0.6055439825855826,1.96634864004235,-0.8291133650372813,-0.5685785792039126,-0.5204777930454981,-1.0376169937110493,-0.5204777930454981,,73.10624880967723,0.08798448190636898,0.1537146766917422,0.44869769475688326,-0.7441864684188367,1.1922003834888055,0.5080877144207865,4.468792878956805,-0.46065430698017007,2.2812915250403183,-1.5908458568586958,0.6493361158091747,-0.5685785792039126,0.04641914552824211,623.22126922173
21,,0.3714634548476301,0.6552991160786755,0.6552991160786755,-0.20459537325827146,0.5932585257101536,0.2742845408245068,0.681269471238833,-0.181756466549803,-0.6489165455364388,,0.7921885963694609,-0.3969698768969371,,-1.313962642153272,1.0427240066021195,3.5099739553653775,1484.8839552830984,0.4086956496006627,83.07584618026989,1484.8839552830984,kiv,0.47407662081613056,kristal,-1.1123351226602547,0.23468198027197543,-0.4140983447557916,-0.33908864831914104,0.18424636218021967,-1.089241330383953,0.18424636218021967,,83.07584618026989,0.762828280579877,0.4171596603124208,0.6072783098788536,-1.914431201282058,1.1526019058570383,0.9416568021539339,-6.512645737653316,-0.4527079206513205,-2.247154372188503,2.226758608445824,0.48488286997002183,-0.33908864831914104,-6.775548141166489,513.6161887750301
22,0.567109815158905,0.9825855564621665,0.00735462496149375,0.00735462496149375,1.0648061191719165,0.19062472707384515,0.20921862347661385,0.8929092212774259,0.3502888437686465,-0.7971130126402873,,0.1926005252870553,0.1690439923539943,corroyi,-0.5821755951268481,1.700891886782649,4.123421011780454,1306.2454410310215,1.148431227569869,20.743306716790812,1306.2454410310215,vel,-0.8944845893562542,silikon,-1.3264618725175974,-0.8649151580149446,-0.6638082676147444,0.48790163574900497,1.4813220824823154,0.40269818898760756,1.4813220824823154,0.2300635540514875,20.743306716790812,0.05798768137672117,,0.13722558814666874,-0.11708978596810565,0.3223841699492983,-0.416063445329646,-2.1708401811167906,0.7612438096858263,0.4823925598693132,0.3066917525187744,-0.7049138942624115,0.48790163574900497,8.021708121469498,708.676229625879
23,0.4719602331367092,-1.9287488237187362,0.5087086445705841,0.5087086445705841,-1.5285724459926384,0.04775951897860775,-0.10510250693128866,0.8366544992611689,-0.20640807250689447,0.22436515486710007,1.8675705910462117,0.10026679426062524,-0.44897946362406893,corroyi,-1.5223403035562815,-1.1121890546185087,1.8675705910462117,1045.0036626108354,0.6209534082948435,,1045.0036626108354,vel,-0.8430517864535162,karbon,0.587713395414107,-0.7087797273292091,0.06503445711689788,-0.09402160338643817,-0.8806530068075954,-0.25585483119942526,-0.8806530068075954,-1.0886368408798837,87.09931803269093,0.9999213026943902,,0.2835006701625856,0.2527260541092776,1.7565710892719288,1.0061378414486026,-6.042872080307793,0.08471818186763709,0.617557297785334,0.7304285327201973,0.2740996353148598,-0.09402160338643817,-6.69209051646933,684.8302039608947
24,0.4103939478979911,1.9546741687378122,0.6249925175434623,0.6249925175434623,2.2501890425812876,0.13975835489113053,0.5183973779836383,0.4099801626099321,-0.8235148520466808,-0.6512530608309681,,0.535496841835729,0.8001749754980665,corroyi,-0.09388385462340107,-1.1382103758986042,1.722526125073556,1018.3068745511559,0.52551681380464,29.001864025171,1018.3068745511559,qou,0.3944441270161438,tonga,-1.4142383503980953,-0.3555414103878412,0.2825948923691227,,,,-1.9687819492435643,-0.3508239649391894,,0.3746277744150879,0.8640054568697502,0.27101527482087595,-0.2413449481757538,0.39438232828382236,-0.6316800815938043,-6.181837794110786,0.8911063665646038,0.3076943738404697,0.06944048021166882,1.5515828591375906,-0.8783769246756994,-6.985462717707171,306.3650177746174
25,0.4364477951836022,-1.3563543685431687,0.28561403833180665,0.28561403833180665,-2.0423958356706686,0.9329866017742412,-0.9203168747611824,0.2963378024665425,-0.4728384524099246,-0.921535757378013,10.845950629810284,0.5061741638799402,-0.3873016040127985,sfer,1.4554386243262571,-1.078186271757982,10.845950629810284,920.0879422382957,0.206199074592102,22.571329780911718,920.0879422382957,kiv,-0.6167326682952453,kristal,-1.9708102686812146,0.02875864328534122,-0.19728689440674438,0.921342747080796,-0.9927444272685351,,,-0.6190961983696868,22.571329780911718,0.05734488009714189,0.25357899760421543,0.6013223392048699,-1.67701517779533,-0.12511172683751426,-0.7797140820300251,4.5004060201759994,0.9073129580683523,-0.8214513453847527,-0.33794257667384825,-0.13855011716374108,,,508.08981896839146
26,0.6901948070264838,-1.1015120429612606,0.42120546506549006,0.42120546506549006,0.7128977725220079,0.3685790407072175,-0.5138497066975575,,-1.8464789824314265,-0.42002660508871714,10.095133326594611,0.4272157961396681,-0.07853926935609118,satik cyst,-1.6286059860965159,1.5122594727842067,10.095133326594611,411.78374711059405,0.24355267663758334,58.68428992548315,411.78374711059405,,-1.7651400687957353,kristal,1.2035676747803439,0.10847628871387671,2.2761978590800243,0.25312931839237907,-1.8083862501975774,0.06424729720510745,-1.8083862501975774,1.3577792266677988,58.68428992548315,0.3560495973787079,0.17885640149341675,0.0838250162227685,1.206204341406273,0.9347178981668904,,4.149842305132921,-0.7918364589086424,-2.206047238905802,-0.5288085287188541,2.016089777252246,0.25312931839237907,2.681554610237009,766.2623176181077
27,0.4306271274861172,0.06557600586692953,0.7063453101758289,0.7063453101758289,-2.16116210357171,0.8432822647207099,1.2207151954954414,0.9007363051281054,0.5572479834894715,-0.5475610370314997,4.108897252979669,0.42943761836297123,-0.8048658682594009,satik cyst,0.2864708315612956,0.035691203582787046,4.108897252979669,284.8499649125643,0.27950768082453636,50.94343075018747,284.8499649125643,jut,1.3235000048559793,karbon,1.2306458041780113,0.5220422445017509,1.044459267895111,-0.039596239310583425,0.8038220138951055,-2.0746550237349886,0.8038220138951055,-1.1579833094170489,50.94343075018747,0.4870698107268434,0.7375037895121065,0.6756766687697957,-1.3213083522467222,-0.596572076311883,-1.3859266659702465,,0.9357189565520203,0.480227580727282,-0.006334140465255962,-0.6198898228461439,,,571.0449538933685
28,0.6479189560966099,,0.05461626214895288,0.05461626214895288,-1.0951396666098026,0.09540900630114368,,0.05852474687314513,1.2740130236037832,0.4575333617006075,4.136202294470229,0.16081567541837694,-0.8885053331424123,corro,1.2770583169494714,-3.526042945581034,4.136202294470229,372.3417833174706,0.518782388769221,96.70869699568236,372.3417833174706,vel,1.6452189711989291,silikon,-1.4901944485909568,0.7060153195127311,0.0893630961945728,0.8954195849890063,0.2562142220821201,0.19283455820479098,0.2562142220821201,0.8758778543414696,96.70869699568236,0.8576979001135039,0.44450770657248206,0.8732939194983809,-0.7793149822068358,-0.7607219851368677,0.7467807487295683,,0.5881394481275273,-1.0169467406902215,0.1064155653622448,-2.228705159369597,0.8954195849890063,2.0729833527623738,236.1135903447456
29,,0.45259059190166046,0.6184012414776516,0.6184012414776516,-0.6801124830699373,0.9248076789351607,1.7340313231292468,0.04335724331378543,-0.33158821163049507,0.4892271168498319,8.299587689598734,0.4065666951887811,-0.40513374101850935,corro,1.0736323158299512,-0.8577857563648572,8.299587689598734,897.2832584025538,,66.96029602665675,897.2832584025538,kiv,,karbon,-0.5024186212851663,0.12405896846887529,,-0.5896158102093085,-1.053195704456265,-0.0926648440506128,,-2.0108487719017023,66.96029602665675,0.15058066506267442,0.8325887630460208,0.18048175742953199,0.6963959690891094,2.0018853582313283,,-3.5836603894087524,0.1340453146712572,0.32321702893156035,0.22426304324149102,0.7809914004650128,-0.5896158102093085,9.60745711919635,365.8523638166688
30,0.807915759812086,-0.26513549589827784,0.6673261632938063,0.6673261632938063,-0.4791116545854274,0.45863143214044844,-1.0073004845207418,0.9602268933900128,-0.7563782289207209,1.1170787349008824,6.4945149445750685,0.08974779437028302,0.2373711855588901,black corru,-0.3190331728187259,-1.5763202527525435,6.4945149445750685,,-1.6671427849114984,54.01450624841042,609.406437292168,tir,,kristal,0.5282544466566584,0.2528319443451025,-0.2974664179795063,1.9655851350545932,-1.391362300387116,-1.1321081853824526,-1.391362300387116,,54.01450624841042,,0.8979253838031929,0.1303742366021926,2.388578453330604,1.138642882213189,1.5069843673050773,-7.4111273835049865,0.11913626675855536,1.1132217765189376,-0.2761536977781553,-0.5678482071620565,1.9655851350545932,-5.71401761983664,341.238631970877
31,0.09825522460655423,-1.1659596142349216,0.6710497462491988,0.6710497462491988,0.8078476470882754,0.9239669279500382,1.528743753899379,0.9248658460830433,-0.9946185135688085,-0.09242205565138091,8.889535742492498,0.595840293284372,-1.086134136793916,corro,0.21107204413080538,-2.757619772950728,8.889535742492498,1090.1912798827527,0.8615711622526124,10.569190686828412,1090.1912798827527,kiv,0.7792364677073821,ERROR,,-0.2991432764576519,0.6478137754223413,-0.4298708818125858,,-0.08906494770086872,-2.921513691224779,-1.344845870333985,10.569190686828412,,0.5203514031365987,0.45078539401217377,0.048812838710860784,-0.7845646469503544,0.09816866532639423,-6.436634485035079,0.6247327648314415,0.8819694109574105,0.9603491299085142,1.382432321232348,-0.4298708818125858,-6.210612036220946,611.1404273212056
32,0.746295645674047,-1.5106033383826958,0.44191177542335947,0.44191177542335947,0.6958098627866917,0.02487801106436549,-0.9788220606827005,0.8777111807664157,0.5976778216492618,-0.0785773760183283,1.57631420929255,0.19212901195973608,0.5766522431140311,satik cyst,0.015401417131284168,1.3276452225310404,1.57631420929255,1163.3405147273932,-0.413780079773819,15.673332886764468,1163.3405147273932,tir,-0.2893415146981299,kristal,-0.10268879001158768,0.32135562026514175,-0.45195217754560496,-2.2990430372737425,0.9565180071432028,-0.06245296057973204,,-0.18798142902085668,15.673332886764468,0.6143391657083965,0.683605987993015,0.3055325123284588,0.26877971935584916,0.448781814394016,-2.0860746270275152,-6.325879782002945,-0.2932050342479136,1.1963544714364027,-0.17817591547001632,0.9830558764618756,-2.2990430372737425,-6.188485357452552,763.7817456599338
33,0.6284347062944164,-0.5093576004337285,0.5098420978262436,0.5098420978262436,-0.4326595133965921,0.12028865480497175,-0.9261632634832083,0.07115086012684901,0.3538926189903176,0.04480785335091639,5.741009290788121,0.5849692666234666,1.1401438204080623,sfer,-0.4283087568222698,0.6378566245598944,,202.94543909079488,1.1132210917568195,33.59699075868097,202.94543909079488,tir,1.0152867215382977,kristal,0.3924560184705202,-0.004617281253293427,0.372699912031318,-0.007649945641528488,0.8260742280338542,-2.386906076797749,0.8260742280338542,-0.06105050595411098,33.59699075868097,0.010528504412094075,0.26128284073083885,0.8958097960730008,-2.4450587568289284,0.7203756706879333,0.20934885733468878,4.531879584702448,,-0.010534346542777675,-0.04504411801092395,-0.38766857164095997,-0.007649945641528488,-0.07736154162557218,222.89455076122758
